inter_id,user_id,book_id,borrow_time,return_time,renew_time,renew_cnt,borrow_year,borrow_month,borrow_dow,borrow_hour,borrow_duration_days,renew_gap_days
3650,451,2062,2024-10-26 15:51:31,2024-11-01 09:59:26,,0,2024,10,5,15,5.755497685185185,
43754,805,26337,2021-03-31 18:57:16,2021-04-06 21:17:54,,0,2021,3,2,18,6.097662037037037,
28500,537,17345,2024-01-12 18:29:35,2024-01-13 12:34:21,,0,2024,1,4,18,0.7533101851851852,
32974,426,20685,2020-11-29 17:16:02,2020-12-25 09:56:46,,0,2020,11,6,17,25.694953703703703,
37986,416,23931,2021-08-01 10:50:59,2021-08-01 18:25:56,,0,2021,8,6,10,0.3159375,
62723,1285,34834,2020-01-04 16:12:29,2020-01-23 10:53:30,,0,2020,1,5,16,18.778483796296296,
40941,396,25412,2021-06-07 20:30:53,2021-06-24 20:33:50,,0,2021,6,0,20,17.00204861111111,
18419,1006,10736,2023-05-03 12:34:02,2023-09-26 12:17:56,2023-08-26 10:49:53,2,2023,5,2,12,145.98881944444443,114.92767361111112
68887,849,39102,2022-01-06 16:04:51,2022-02-25 17:09:28,,0,2022,1,3,16,50.04487268518518,
33549,1,21048,2022-03-31 10:31:39,2022-03-31 10:34:41,,0,2022,3,3,10,0.0021064814814814,
31329,402,19450,2023-11-18 14:30:33,2023-12-12 17:32:49,,0,2023,11,5,14,24.126574074074075,
75747,222,42649,2020-10-09 20:13:40,2020-10-14 11:29:07,,0,2020,10,4,20,4.635729166666667,
54831,715,30861,2024-08-18 10:13:48,2024-09-12 11:21:22,,0,2024,8,6,10,25.046921296296297,
33163,658,20804,2023-04-30 21:04:43,2023-08-27 09:32:09,2023-06-19 17:18:11,2,2023,4,6,21,118.51905092592592,49.84268518518518
86367,898,48562,2021-06-17 11:18:40,2021-11-18 08:35:47,2021-10-11 10:18:31,2,2021,6,3,11,153.88688657407408,115.95822916666668
60898,550,33866,2023-11-14 21:35:13,2024-01-13 11:30:34,2023-12-13 23:27:57,1,2023,11,1,21,59.580104166666665,29.07828703703704
41190,502,25516,2022-09-30 21:49:43,2022-10-04 17:56:31,,0,2022,9,4,21,3.838055555555556,
100907,1290,57102,2020-11-24 15:17:28,2021-03-20 14:49:08,2021-01-17 20:40:52,2,2020,11,1,15,115.98032407407408,54.224583333333335
64886,1224,36483,2023-11-22 17:17:33,2024-03-25 13:38:08,2024-01-12 00:16:09,2,2023,11,2,17,123.84762731481482,50.29069444444445
16551,261,9688,2023-03-15 16:20:40,2023-06-18 14:24:58,2023-05-12 15:21:30,2,2023,3,2,16,94.91965277777778,57.95891203703704
66314,598,37401,2024-11-02 15:02:43,2024-12-29 19:13:09,,0,2024,11,5,15,57.17391203703704,
86382,898,48571,2021-06-17 11:19:10,2021-11-18 08:35:04,2021-10-11 10:18:20,2,2021,6,3,11,153.88604166666667,115.95775462962963
30124,1124,18532,2022-09-08 16:51:31,2022-09-26 13:25:03,,0,2022,9,3,16,17.856620370370372,
4718,944,2432,2022-01-07 15:04:18,2022-02-18 10:46:06,,0,2022,1,4,15,41.82069444444444,
73830,313,42049,2024-02-29 13:00:35,2024-03-06 09:39:01,,0,2024,2,3,13,5.860023148148148,
64950,187,36529,2021-07-08 21:31:18,2021-11-11 09:39:34,2021-10-08 20:19:07,1,2021,7,3,21,125.50574074074072,91.94987268518518
79964,514,44634,2023-03-26 21:05:12,2023-04-25 17:35:48,,0,2023,3,6,21,29.85458333333333,
17326,1274,10102,2020-05-22 16:25:12,2020-09-19 21:32:57,,0,2020,5,4,16,120.21371527777778,
28978,365,17686,2024-05-28 17:29:51,2024-05-28 17:30:58,,0,2024,5,1,17,0.0007754629629629,
29703,854,18227,2021-11-16 23:45:24,2021-12-15 11:55:41,,0,2021,11,1,23,28.507141203703704,
11790,182,6625,2020-09-24 15:40:05,2020-10-26 20:10:24,,0,2020,9,3,15,32.187719907407406,
75530,245,42682,2020-10-23 17:27:35,2020-12-23 17:17:12,2020-12-20 11:40:04,2,2020,10,4,17,60.992789351851854,57.758668981481485
6598,230,3682,2020-08-12 11:42:31,2020-09-21 11:52:30,,0,2020,8,2,11,40.00693287037037,
83320,769,46489,2021-01-18 18:05:04,2021-03-07 10:05:26,,0,2021,1,0,18,47.66692129629629,
60891,1226,33861,2024-06-05 16:25:24,2024-06-07 10:54:26,,0,2024,6,2,16,1.770162037037037,
102504,521,58260,2023-03-28 20:49:40,2023-10-16 21:43:25,2023-05-22 18:39:26,2,2023,3,1,20,202.03732638888889,54.90956018518519
84442,1322,47293,2020-09-14 10:15:59,2020-09-21 11:10:51,,0,2020,9,0,10,7.038101851851851,
73961,313,42115,2024-02-22 12:09:39,2024-03-06 09:39:09,,0,2024,2,3,12,12.895486111111111,
80544,699,44945,2024-01-07 15:49:55,2024-02-22 17:56:31,,0,2024,1,6,15,46.087916666666665,
2339,1327,1357,2023-04-17 20:10:27,2023-05-12 13:46:56,,0,2023,4,0,20,24.733668981481483,
3233,8,1919,2021-07-05 12:34:55,2021-08-25 14:29:49,,0,2021,7,0,12,51.079791666666665,
58803,1001,32181,2022-02-16 19:52:24,2022-03-17 13:08:52,,0,2022,2,2,19,28.71976851851852,
88435,763,49719,2020-10-30 13:07:21,2020-12-24 13:41:43,2020-11-23 01:44:08,1,2020,10,4,13,55.02386574074074,23.52554398148148
89582,1049,50319,2023-10-23 17:40:24,2023-11-24 12:24:13,,0,2023,10,0,17,31.78042824074074,
75697,541,42672,2022-06-11 19:25:30,2022-06-29 16:16:44,,0,2022,6,5,19,17.86891203703704,
15519,1081,9023,2024-04-06 19:59:46,2024-04-07 16:56:11,,0,2024,4,5,19,0.8725115740740741,
90411,99,50765,2021-01-06 16:22:58,2021-03-26 11:29:29,2021-03-16 10:13:30,1,2021,1,2,16,78.79619212962963,68.74342592592592
32339,1364,20115,2023-11-29 14:04:03,2024-03-06 11:32:50,2024-11-09 20:00:34,1,2023,11,2,14,97.89498842592592,346.24758101851853
16622,534,9630,2022-05-28 17:51:28,2022-07-14 17:02:57,2022-10-06 18:40:41,2,2022,5,5,17,46.96630787037037,131.03417824074074
73299,68,41789,2021-07-07 16:34:21,2021-08-09 20:29:32,2022-02-18 21:17:41,0,2021,7,2,16,33.16332175925926,226.19675925925927
90863,1393,51069,2024-12-09 16:15:58,,,0,2024,12,0,16,,
4298,451,2440,2023-04-22 10:54:21,2023-08-24 08:20:08,2023-05-16 20:38:26,1,2023,4,5,10,123.8929050925926,24.405613425925925
48127,359,28980,2021-04-29 16:26:12,2021-06-07 15:45:47,,0,2021,4,3,16,38.97193287037037,
335,86,148,2022-01-02 18:47:47,2022-02-25 19:43:27,2022-03-27 15:42:34,1,2022,1,6,18,54.038657407407406,83.87137731481481
42016,536,24356,2024-11-21 14:18:52,2024-11-28 20:16:25,,0,2024,11,3,14,7.248298611111111,
26310,1019,15821,2022-10-06 17:31:58,2022-12-03 17:44:32,2022-11-03 11:42:41,1,2022,10,3,17,58.008726851851854,27.75744212962963
42520,685,25257,2024-08-20 10:10:08,2024-08-26 14:11:21,,0,2024,8,1,10,6.167511574074074,
20767,1379,12174,2024-10-21 19:47:44,2024-10-21 19:48:28,,0,2024,10,0,19,0.0005092592592592,
19991,1332,11709,2024-09-02 08:59:17,2024-10-08 19:45:50,,0,2024,9,0,8,36.44899305555556,
75872,1295,42745,2021-04-18 18:44:35,2021-04-26 08:51:46,,0,2021,4,6,18,7.58832175925926,
93032,1387,52218,2024-05-07 16:06:05,2024-08-17 11:06:01,2024-05-29 08:55:29,1,2024,5,1,16,101.79162037037035,21.700972222222223
39602,287,24761,2023-03-21 08:31:05,2023-04-20 21:25:31,,0,2023,3,1,8,30.537800925925925,
53040,504,30597,2023-02-28 18:06:56,2023-06-02 13:22:50,2023-04-23 17:59:03,2,2023,2,1,18,93.80270833333331,53.99452546296296
30201,833,18600,2020-10-13 09:52:45,2020-12-20 11:16:58,2020-12-03 14:16:21,2,2020,10,1,9,68.0584837962963,51.18305555555556
32546,106,20327,2022-04-26 12:30:19,2022-05-31 17:24:40,,0,2022,4,1,12,35.20440972222222,
61648,272,34242,2021-05-15 11:28:35,2021-08-30 18:48:38,2021-06-06 13:15:20,1,2021,5,5,11,107.30559027777778,22.07413194444445
25697,786,15370,2021-04-19 16:36:26,2021-05-20 18:20:43,,0,2021,4,0,16,31.07241898148148,
67559,247,38155,2020-01-06 16:41:31,2020-01-06 20:47:04,,0,2020,1,0,16,0.1705208333333333,
64276,416,36007,2022-06-07 21:36:27,2022-08-10 11:43:33,2022-06-30 08:29:00,1,2022,6,1,21,63.58826388888889,22.45315972222222
51096,1062,29756,2024-04-24 19:36:28,2024-06-02 18:17:38,2024-05-22 17:42:23,1,2024,4,2,19,38.94525462962963,27.92077546296296
23886,1186,14136,2024-05-13 08:57:33,2024-05-13 08:57:44,,0,2024,5,0,8,0.0001273148148148,
29282,1267,17899,2021-10-16 17:41:30,2021-10-21 12:32:24,,0,2021,10,5,17,4.785347222222223,
38915,1368,24219,2024-05-31 10:03:47,2024-08-02 15:05:16,,0,2024,5,4,10,63.20936342592593,
48034,318,28922,2024-04-10 17:47:59,2024-06-14 09:31:03,2024-06-05 10:00:21,2,2024,4,2,17,64.6549074074074,55.67525462962963
70097,440,39950,2023-04-02 10:59:53,2023-05-08 19:15:18,,0,2023,4,6,10,36.344039351851855,
45436,25,27363,2022-04-21 18:16:20,2022-05-23 18:37:30,2022-02-17 11:21:14,0,2022,4,3,18,32.01469907407407,
25332,458,15129,2023-12-11 17:20:32,2024-01-02 10:26:03,,0,2023,12,0,17,21.71216435185185,
78045,314,43737,2023-04-07 14:37:59,2023-08-26 20:44:23,2023-06-03 14:47:51,2,2023,4,4,14,141.25444444444443,57.00685185185185
15132,6,8726,2022-03-16 18:11:12,2022-04-11 17:32:37,2023-10-14 13:13:08,0,2022,3,2,18,25.97320601851852,576.7930092592593
31870,290,19809,2022-04-17 10:15:59,2022-05-04 19:09:21,,0,2022,4,6,10,17.37039351851852,
72564,636,41341,2023-11-26 19:12:39,2024-06-20 12:59:22,2024-02-25 22:15:43,2,2023,11,6,19,206.74077546296297,91.12712962962964
62017,965,34476,2022-01-20 15:47:27,2022-05-14 22:00:59,2022-03-14 15:08:15,2,2022,1,3,15,114.25939814814816,52.97277777777778
13424,283,7628,2022-02-15 16:42:20,2022-05-01 12:51:12,2022-04-12 14:55:39,2,2022,2,1,16,74.83949074074074,55.92591435185185
22210,736,13191,2024-09-05 13:08:43,2024-09-11 13:26:25,,0,2024,9,3,13,6.012291666666667,
55463,911,30733,2021-07-12 11:49:33,2021-09-20 15:06:22,,0,2021,7,0,11,70.13667824074074,
4156,416,2245,2021-05-10 20:59:55,2021-05-18 15:45:43,,0,2021,5,0,20,7.781805555555556,
66894,960,37814,2021-12-07 21:42:44,2021-12-27 12:51:44,2022-10-11 20:03:51,2,2021,12,1,21,19.63125,307.9313310185185
31111,14,19273,2020-11-29 12:55:32,2020-12-09 21:58:12,,0,2020,11,6,12,10.376851851851852,
13131,850,7448,2021-06-13 11:10:22,2021-10-10 16:32:58,2021-07-10 09:49:57,1,2021,6,6,11,119.22402777777778,26.94415509259259
14637,1375,8400,2023-11-20 18:20:43,2024-05-31 15:48:44,2024-01-09 19:59:53,2,2023,11,0,18,192.89445601851853,50.06886574074074
14405,1102,8193,2024-09-07 16:18:19,2024-09-27 16:14:06,,0,2024,9,5,16,19.99707175925926,
67642,821,38217,2022-04-20 18:25:30,2022-05-02 22:01:07,,0,2022,4,2,18,12.149733796296296,
29223,1201,17860,2024-01-25 12:04:37,2024-03-07 18:25:13,2024-02-23 17:04:48,1,2024,1,3,12,42.26430555555555,29.208460648148147
60433,886,33551,2021-07-20 18:48:52,2021-08-30 08:49:09,,0,2021,7,1,18,40.58353009259259,
19879,1331,11429,2022-10-31 13:46:26,2022-10-31 21:34:00,,0,2022,10,0,13,0.324699074074074,
94385,159,53025,2022-09-20 16:17:56,2022-12-16 18:43:02,2022-11-10 22:34:27,2,2022,9,1,16,87.10076388888889,51.26146990740741
40761,360,25345,2021-03-08 11:57:19,2021-03-20 18:31:13,,0,2021,3,0,11,12.273541666666668,
10892,345,6135,2020-11-07 08:36:51,2020-12-16 15:07:28,2020-12-03 16:01:26,1,2020,11,5,8,39.27126157407408,26.308738425925927
17157,1299,10015,2022-08-17 10:26:20,2022-08-17 21:58:59,,0,2022,8,2,10,0.4810069444444444,
1050,270,632,2021-03-02 21:01:15,2021-05-08 09:35:31,2021-04-29 23:30:48,2,2021,3,1,21,66.5237962962963,58.103854166666665
39057,37,24397,2020-11-23 15:53:40,2020-11-30 15:53:59,,0,2020,11,0,15,7.000219907407407,
90284,805,50623,2021-01-07 21:39:21,2021-03-01 21:02:14,,0,2021,1,3,21,52.97422453703704,
88982,628,50030,2024-02-20 20:42:09,2024-03-12 13:44:07,,0,2024,2,1,20,20.709699074074077,
67830,365,38330,2024-04-19 13:10:06,2024-04-19 14:27:02,,0,2024,4,4,13,0.0534259259259259,
35752,311,22553,2023-09-22 20:57:16,2023-09-22 21:01:43,,0,2023,9,4,20,0.0030902777777777,
85292,852,47850,2021-12-07 18:15:10,2022-02-25 18:12:31,,0,2021,12,1,18,79.99815972222223,
54882,968,30732,2021-11-16 18:02:43,2022-02-12 20:06:44,2021-12-14 09:38:39,1,2021,11,1,18,88.08612268518519,27.649953703703705
83657,480,46754,2023-06-05 18:11:44,2023-06-05 19:53:46,,0,2023,6,0,18,0.0708564814814814,
27037,97,16420,2020-10-04 16:40:17,2020-10-06 21:14:13,,0,2020,10,6,16,2.1902314814814816,
53854,266,31053,2021-11-18 21:56:59,2021-12-16 07:51:30,,0,2021,11,3,21,27.41285879629629,
35971,489,22711,2024-03-13 16:56:12,2024-06-15 13:59:08,2024-05-06 16:43:11,2,2024,3,2,16,93.87703703703704,53.99096064814815
6934,1264,3852,2024-11-19 18:30:19,,2024-12-13 11:05:46,1,2024,11,1,18,,23.69128472222222
48812,474,28555,2023-12-27 20:16:01,2024-04-24 22:00:58,2024-03-22 09:37:38,2,2023,12,2,20,119.07288194444445,85.55667824074074
3791,944,2037,2020-11-25 15:22:50,2021-01-20 22:18:17,2021-01-16 23:31:12,2,2020,11,2,15,56.28850694444444,52.33914351851852
24572,605,14555,2023-04-23 21:05:13,2023-04-25 20:37:27,,0,2023,4,6,21,1.9807175925925928,
69967,916,39630,2023-02-20 17:36:58,2023-04-27 08:07:08,,0,2023,2,0,17,65.60428240740741,
14338,1369,8182,2024-05-07 12:39:31,2024-06-04 17:57:32,,0,2024,5,1,12,28.220844907407407,
296,1085,119,2023-11-11 09:21:16,2023-11-11 17:20:22,,0,2023,11,5,9,0.3327083333333333,
81464,805,45349,2020-09-11 16:41:53,2020-10-11 15:22:15,,0,2020,9,4,16,29.944699074074077,
90429,579,50766,2023-03-02 18:06:42,2023-06-20 15:59:07,2023-03-27 16:15:31,1,2023,3,3,18,109.91140046296296,24.92278935185185
41839,489,25583,2024-08-26 21:59:51,2024-09-09 21:55:14,,0,2024,8,0,21,13.99679398148148,
75733,194,42592,2021-03-29 15:49:27,2021-06-06 13:52:26,2021-05-25 07:25:40,2,2021,3,0,15,68.91873842592592,56.65015046296296
75751,314,42579,2022-06-11 09:29:56,2022-08-20 17:40:07,,0,2022,6,5,9,70.34040509259259,
65070,30,36624,2021-12-17 15:37:43,2021-12-19 11:11:15,2024-04-26 21:06:48,0,2021,12,4,15,1.814953703703704,861.2285300925926
4758,944,2626,2023-03-28 16:46:06,2023-03-30 09:44:48,,0,2023,3,1,16,1.7074305555555556,
75453,378,42603,2022-03-01 10:00:19,2022-06-15 16:35:59,2022-05-14 15:13:57,2,2022,3,1,10,106.27476851851851,74.21780092592593
70632,960,40210,2022-03-01 16:55:11,2022-04-09 14:00:16,,0,2022,3,1,16,38.87853009259259,
63766,1151,35630,2023-11-03 17:29:36,2024-01-21 13:44:29,2023-12-28 19:24:49,2,2023,11,4,17,78.84366898148149,55.08001157407407
90747,1046,50984,2023-05-30 18:25:11,2023-09-16 13:46:34,2023-08-18 23:34:50,1,2023,5,1,18,108.80651620370372,80.21503472222223
62241,1269,34594,2020-05-29 12:29:05,2020-12-09 20:37:53,2023-10-22 16:15:27,2,2020,5,4,12,194.33944444444444,1241.157199074074
31056,1372,19231,2023-09-17 12:31:41,2023-10-17 21:53:50,,0,2023,9,6,12,30.39038194444445,
94872,656,52958,2024-12-20 17:05:30,,,0,2024,12,4,17,,
32167,234,20069,2022-10-31 12:58:45,2022-11-10 09:39:52,,0,2022,10,0,12,9.861886574074074,
69958,827,39849,2020-09-15 18:28:56,2020-12-14 12:08:00,2020-11-11 10:16:56,2,2020,9,1,18,89.73546296296297,56.65833333333333
13339,599,7494,2024-09-19 17:04:32,2024-11-30 11:55:33,2024-12-21 16:26:18,1,2024,9,3,17,71.78542824074074,92.97344907407408
58811,1003,32226,2022-06-16 11:05:40,2022-08-10 17:10:40,,0,2022,6,3,11,55.25347222222222,
93100,1178,52129,2024-09-28 21:55:01,2024-10-28 11:04:57,,0,2024,9,5,21,29.548564814814814,
69448,1304,39447,2021-11-16 15:03:05,2022-03-14 19:27:22,2022-05-10 08:58:31,2,2021,11,1,15,118.1835300925926,174.7468287037037
13556,115,7714,2021-06-04 16:50:32,2021-06-30 20:27:16,,0,2021,6,4,16,26.15050925925926,
50788,272,29816,2021-03-08 20:58:04,2021-04-12 08:14:20,,0,2021,3,0,20,34.46962962962963,
25729,287,15392,2020-11-09 11:29:23,2020-11-28 08:41:00,,0,2020,11,0,11,18.88306712962963,
55950,35,31717,2021-10-13 16:31:47,2022-02-17 19:15:02,2021-12-10 08:07:12,2,2021,10,2,16,127.11336805555555,57.649594907407405
27733,918,16473,2020-10-10 21:53:16,2021-01-01 08:09:00,2020-12-04 09:13:33,2,2020,10,5,21,82.42759259259259,54.47241898148148
77754,314,43583,2023-03-05 10:01:50,2023-03-05 17:11:15,,0,2023,3,6,10,0.2982060185185185,
37720,365,23755,2024-05-22 20:56:49,2024-05-22 21:00:24,,0,2024,5,2,20,0.0024884259259259,
80155,173,44734,2021-01-14 19:48:25,2021-01-18 17:30:27,,0,2021,1,3,19,3.904189814814815,
40382,311,25167,2022-11-27 13:43:42,2022-11-29 12:48:53,,0,2022,11,6,13,1.9619328703703705,
13456,6,7652,2021-12-03 15:31:17,2022-01-05 13:35:21,,0,2021,12,4,15,32.91949074074074,
71648,477,40964,2022-04-26 21:56:30,2022-05-03 18:34:15,,0,2022,4,1,21,6.859548611111111,
31867,284,19851,2021-07-07 19:42:58,2021-07-21 19:43:58,2024-06-12 10:35:31,0,2021,7,2,19,14.000694444444443,1070.619826388889
50341,963,28775,2022-02-28 16:53:03,2022-03-24 14:38:11,,0,2022,2,0,16,23.906342592592598,
17061,1331,9816,2024-04-25 12:55:58,2024-05-04 17:51:41,,0,2024,4,3,12,9.205358796296297,
77938,670,43683,2024-09-06 11:31:00,2024-12-05 19:47:48,2024-11-04 22:01:43,2,2024,9,4,11,90.345,59.43799768518519
32994,465,20698,2022-02-10 15:47:30,2022-02-24 12:04:12,,0,2022,2,3,15,13.844930555555557,
17086,1331,9971,2024-05-05 09:03:33,2024-05-27 21:17:54,,0,2024,5,6,9,22.509965277777777,
72327,318,41416,2021-04-30 18:53:08,2021-08-26 18:35:56,2021-06-25 23:28:11,2,2021,4,4,18,117.98805555555556,56.191006944444446
68374,272,38746,2021-10-29 20:23:51,2021-12-10 08:27:53,,0,2021,10,4,20,41.502800925925925,
11374,1008,6240,2022-03-30 19:05:12,2022-06-29 10:37:30,2022-05-13 10:00:16,1,2022,3,2,19,90.64743055555556,43.62157407407408
19301,1200,11326,2024-06-03 13:27:06,2024-06-03 21:17:25,,0,2024,6,0,13,0.3266087962962963,
73769,747,41876,2024-12-22 21:41:55,,,0,2024,12,6,21,,
54884,968,31056,2022-11-06 19:04:36,2022-11-20 18:37:43,,0,2022,11,6,19,13.98133101851852,
71866,365,41116,2024-04-15 12:42:15,2024-04-15 14:54:27,,0,2024,4,0,12,0.0918055555555555,
85537,402,48036,2021-04-03 18:45:12,2021-07-02 18:08:39,2021-05-23 20:52:00,2,2021,4,5,18,89.97461805555555,50.08805555555556
2987,1327,1758,2023-05-12 14:03:57,2023-06-20 16:19:17,,0,2023,5,4,14,39.09398148148148,
22743,1331,13523,2022-11-05 16:30:16,2022-11-05 18:21:53,,0,2022,11,5,16,0.077511574074074,
73623,529,41869,2022-05-19 11:08:09,2022-06-19 09:12:39,,0,2022,5,3,11,30.919791666666665,
92152,805,51507,2021-04-07 18:40:38,2021-05-20 19:36:21,,0,2021,4,2,18,43.03869212962963,
11794,260,6629,2021-10-29 18:53:29,2021-12-13 22:10:53,,0,2021,10,4,18,45.13708333333334,
5112,833,2742,2022-01-20 15:55:09,2022-02-28 08:18:05,2022-02-14 08:39:29,1,2022,1,3,15,38.68259259259259,24.697453703703705
28572,1331,17380,2021-03-25 19:19:50,2021-03-29 18:11:12,,0,2021,3,3,19,3.952337962962963,
92239,1265,51786,2021-10-15 17:40:13,2021-12-08 13:00:18,2021-11-09 14:52:51,1,2021,10,4,17,53.80561342592593,24.883773148148148
4726,944,2240,2023-03-31 16:02:26,2023-04-10 14:35:55,,0,2023,3,4,16,9.93991898148148,
28088,912,17101,2023-02-27 19:07:22,2023-05-04 17:00:08,2023-03-19 10:24:17,1,2023,2,0,19,65.91164351851852,19.636747685185185
99837,230,56372,2020-08-27 16:16:05,2020-09-08 09:26:05,,0,2020,8,3,16,11.71527777777778,
96964,401,54501,2022-05-24 17:05:45,2022-06-29 11:10:23,,0,2022,5,1,17,35.75321759259259,
29516,599,18083,2024-04-27 20:54:43,2024-08-25 21:07:33,2024-05-21 17:48:02,1,2024,4,5,20,120.00891203703704,23.870358796296298
45599,316,27476,2024-08-28 21:12:52,2024-09-30 19:25:07,,0,2024,8,2,21,32.92517361111111,
40424,311,25187,2023-05-29 15:08:39,2023-09-01 18:50:46,2023-08-26 09:43:08,2,2023,5,0,15,95.15424768518518,88.77394675925926
42257,622,24466,2023-08-24 11:35:24,2023-09-15 16:21:10,,0,2023,8,3,11,22.198449074074077,
24895,152,14817,2021-12-14 16:00:37,2021-12-30 11:10:19,,0,2021,12,1,16,15.798402777777778,
27742,918,16861,2020-11-16 12:06:05,2020-12-17 18:03:24,,0,2020,11,0,12,31.248136574074078,
73799,912,42039,2020-10-10 12:20:53,2020-11-30 11:52:31,2020-11-02 16:00:58,1,2020,10,5,12,50.98030092592592,23.152835648148148
73161,116,41776,2020-09-27 13:48:14,2020-11-19 17:14:16,2020-10-22 13:59:33,1,2020,9,6,13,53.1430787037037,25.007858796296297
76529,116,43044,2021-10-10 18:04:34,2021-12-07 18:14:05,2021-11-03 15:33:50,1,2021,10,6,18,58.0066087962963,23.895324074074075
57554,10,32404,2021-10-18 10:10:51,2021-11-01 12:26:08,2021-05-20 17:25:49,0,2021,10,0,10,14.09394675925926,
73099,807,41644,2020-08-29 12:34:22,2020-09-30 16:55:31,,0,2020,8,5,12,32.181354166666665,
19600,939,11509,2021-09-11 08:30:38,2021-09-28 12:40:33,,0,2021,9,5,8,17.17355324074074,
63985,957,35801,2022-05-06 15:45:11,2022-08-19 14:43:32,2022-07-02 08:48:18,1,2022,5,4,15,104.9571875,56.71049768518518
5588,954,2948,2021-05-26 10:48:07,2021-06-02 16:54:55,,0,2021,5,2,10,7.254722222222222,
102260,826,58076,2020-12-25 20:19:11,2021-01-23 13:13:25,,0,2020,12,4,20,28.704328703703705,
93127,852,52158,2020-01-14 19:00:09,2020-10-08 13:30:44,,0,2020,1,1,19,267.7712384259259,
21182,939,12498,2020-12-10 18:45:40,2021-01-07 17:43:51,,0,2020,12,3,18,27.95707175925926,
94571,401,53145,2020-12-07 20:39:51,2021-01-04 15:40:59,,0,2020,12,0,20,27.792453703703703,
80344,465,44793,2021-11-25 17:13:23,2021-12-01 12:17:30,,0,2021,11,3,17,5.794525462962963,
32058,41,19985,2021-05-21 10:13:52,2021-06-13 14:28:23,2024-02-18 12:13:43,0,2021,5,4,10,23.176747685185184,1003.0832291666668
77828,910,43628,2020-11-03 11:35:58,2020-11-12 21:38:26,,0,2020,11,1,11,9.41837962962963,
28267,960,17199,2021-06-01 12:42:10,2021-06-27 12:30:59,2021-06-25 16:00:13,1,2021,6,1,12,25.992233796296297,24.137534722222224
95599,971,53642,2022-07-08 14:17:12,2022-08-10 14:47:24,,0,2022,7,4,14,33.02097222222222,
43813,832,26355,2022-03-28 15:27:31,2022-06-13 20:57:39,2022-06-05 12:16:56,2,2022,3,0,15,77.22925925925927,68.86765046296296
84162,440,47137,2022-10-24 17:21:04,2022-12-12 09:16:37,,0,2022,10,0,17,48.66357638888889,
78548,405,43982,2024-03-16 16:40:52,2024-04-08 14:03:53,,0,2024,3,5,16,22.890983796296297,
38616,305,24215,2021-06-22 21:17:49,2021-07-22 21:04:33,2021-07-18 14:05:15,1,2021,6,1,21,29.99078703703704,25.69960648148148
84565,443,47376,2023-08-31 11:49:56,2024-01-05 11:00:53,,0,2023,8,3,11,126.9659375,
19692,1299,11536,2020-10-19 09:42:39,2020-10-25 22:06:26,,0,2020,10,0,9,6.516516203703704,
28529,1151,17321,2024-03-02 20:06:54,2024-04-27 13:10:46,2024-03-27 21:09:38,1,2024,3,5,20,55.71101851851852,25.04356481481481
91883,990,51671,2022-03-14 14:23:09,2022-04-10 21:33:26,,0,2022,3,0,14,27.29880787037037,
33992,19,21371,2020-12-22 12:11:03,2021-01-22 18:23:46,,0,2020,12,1,12,31.25883101851852,
53943,307,30710,2024-01-07 17:58:14,2024-01-17 14:26:15,,0,2024,1,6,17,9.852789351851852,
34539,117,21686,2022-01-04 15:35:30,2022-01-04 15:35:37,2023-03-27 16:39:48,0,2022,1,1,15,8.101851851851852e-05,447.0446527777778
92433,916,51861,2020-09-19 18:46:22,2020-09-21 18:47:11,,0,2020,9,5,18,2.000567129629629,
101023,982,57165,2022-10-25 11:49:29,2023-02-28 13:25:02,2022-11-23 17:59:45,1,2022,10,1,11,126.06635416666668,29.25712962962963
88533,333,49749,2023-11-19 16:09:16,2024-01-06 09:11:48,2023-12-09 08:10:52,1,2023,11,6,16,47.7100925925926,19.66777777777778
60254,953,33449,2020-11-30 12:36:11,2021-01-12 12:49:40,,0,2020,11,0,12,43.009363425925926,
35840,541,22626,2022-08-20 16:18:58,2022-09-02 19:42:10,,0,2022,8,5,16,13.141111111111112,
27409,541,16657,2023-12-02 17:56:22,2023-12-14 16:44:30,,0,2023,12,5,17,11.950092592592592,
47893,273,28851,2021-04-18 20:51:56,2021-04-23 16:27:49,2024-10-05 17:22:05,0,2021,4,6,20,4.816585648148148,1265.8542708333334
64189,416,35949,2022-05-11 21:12:39,2022-08-10 11:43:04,2022-06-05 22:04:03,1,2022,5,2,21,90.60445601851852,25.035694444444445
9810,1140,5671,2024-10-04 17:47:12,2024-10-23 16:28:40,,0,2024,10,4,17,18.945462962962964,
83116,287,46340,2023-03-21 21:55:33,2023-06-15 21:42:33,2023-05-13 15:51:44,2,2023,3,1,21,85.99097222222223,52.74734953703704
64947,187,36526,2021-07-08 21:30:58,2021-11-11 09:40:01,2021-10-08 20:18:24,1,2021,7,3,21,125.50628472222222,91.94960648148148
28264,929,17196,2020-09-11 10:30:31,2020-11-01 21:52:26,2020-10-10 22:40:34,1,2020,9,4,10,51.47355324074074,29.506979166666667
85277,1322,47848,2020-09-12 15:17:17,2020-12-08 15:33:39,2020-11-09 07:56:03,2,2020,9,5,15,87.01136574074074,57.693587962962965
100384,1360,56734,2024-12-12 15:55:50,,,0,2024,12,3,15,,
65811,448,37121,2024-02-23 21:07:46,2024-03-06 18:55:15,,0,2024,2,4,21,11.907974537037036,
